,Population,Region,Region2,WolfID,WolfID_2,unpublished.vs.published,Estimation_Method,Date_median,Date_lowerrange,Date_upperrange,Lat,Lat,Long,DOY,originalDOY,originalMatingDate,Annual_Mean_Temperature_bio1,Mean_Diurnal_Range_BIO2,Temperature_Annual_Range_BIO7,Mean_Temperature_of_Wettest_Quarter_BIO8,Mean_Temperature_of_Driest_Quarter_bio9,Mean_Temperature_of_Warmest_Quarter_BIO10,Mean_Temperature_of_Coldest_Quarter_bio11,Annual_Precipitation,Precipitation_Seasonality,day_change_rate_mating,originalMatingDate_5days_before,originalMatingDate_5days_after,daylength_5_days_before,daylength_5_days_after,mating_daylength_change,PC1,PC2,daylength_original_matingdate,mean_ndvi,sd_ndvi
217,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-60,,unpublished,GPS,5/19/07,,,63.6352304,63,-150.48638,200,140,75,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745662018,70,80,10.80589538,11.89145271,1.085557336,1.704427372,-0.857051422,11.34869962,0.305217391,0.395421013
218,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-60,,unpublished,GPS,5/3/08,,,63.6352304,63,-150.48638,184,124,59,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748386446,54,64,9.07020722,10.1545334,1.084326182,1.704427372,-0.857051422,9.611993458,0.305217391,0.395421013
219,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-60,,unpublished,GPS,5/15/09,,,63.6352304,63,-150.48638,197,137,72,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74651264,67,77,10.48020058,11.56580588,1.085605293,1.704427372,-0.857051422,11.02302313,0.305217391,0.395421013
220,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-61,,unpublished,GPS,5/9/15,,,63.6352304,63,-150.48638,190,130,65,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747806809,60,70,9.720461523,10.80589538,1.085433854,1.704427372,-0.857051422,10.26308298,0.305217391,0.395421013
221,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-61,,unpublished,GPS,5/9/16,,,63.6352304,63,-150.48638,190,130,65,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747614749,60,70,9.720461523,10.80589538,1.085433854,1.704427372,-0.857051422,10.26308298,0.305217391,0.395421013
222,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-62,,unpublished,GPS,5/17/11,,,63.6352304,63,-150.48638,198,138,73,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746070422,68,78,10.58876458,11.67435612,1.085591537,1.704427372,-0.857051422,11.13158426,0.305217391,0.395421013
223,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-62,,unpublished,GPS,5/14/12,,,63.6352304,63,-150.48638,195,135,70,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74651264,65,75,10.26308298,11.34869962,1.085616638,1.704427372,-0.857051422,10.80589538,0.305217391,0.395421013
224,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-63,,unpublished,GPS,5/12/10,,,63.6352304,63,-150.48638,193,133,68,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747190918,63,73,10.04599327,11.13158426,1.085590989,1.704427372,-0.857051422,10.58876458,0.305217391,0.395421013
225,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-64,,unpublished,GPS,5/7/15,,,63.6352304,63,-150.48638,188,128,63,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748129582,58,68,9.503554402,10.58876458,1.08521018,1.704427372,-0.857051422,10.04599327,0.305217391,0.395421013
226,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-64,,unpublished,GPS,5/6/16,,,63.6352304,63,-150.48638,187,127,62,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748129582,57,67,9.395149839,10.48020058,1.085050744,1.704427372,-0.857051422,9.93746556,0.305217391,0.395421013
227,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-65,,unpublished,GPS,5/20/07,,,63.6352304,63,-150.48638,201,141,76,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745476359,71,81,10.91446001,12,1.085539986,1.704427372,-0.857051422,11.45725381,0.305217391,0.395421013
228,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-65,,unpublished,GPS,5/10/08,,,63.6352304,63,-150.48638,191,131,66,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747408103,61,71,9.828953684,10.91446001,1.08550633,1.704427372,-0.857051422,10.37163944,0.305217391,0.395421013
229,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-65,,unpublished,GPS,5/12/11,,,63.6352304,63,-150.48638,193,133,68,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747190918,63,73,10.04599327,11.13158426,1.085590989,1.704427372,-0.857051422,10.58876458,0.305217391,0.395421013
230,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-65,,unpublished,GPS,5/27/15,,,63.6352304,63,-150.48638,208,148,83,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.744688395,78,88,11.67435612,12.75985688,1.085500762,1.704427372,-0.857051422,12.21709508,0.305217391,0.395421013
231,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-65,,unpublished,GPS,5/16/16,,,63.6352304,63,-150.48638,197,137,72,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746070422,67,77,10.48020058,11.56580588,1.085605293,1.704427372,-0.857051422,11.02302313,0.305217391,0.395421013
232,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-66,,unpublished,GPS,5/11/10,,,63.6352304,63,-150.48638,192,132,67,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747408103,62,72,9.93746556,11.02302313,1.085557572,1.704427372,-0.857051422,10.48020058,0.305217391,0.395421013
244,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-73,,unpublished,GPS,5/16/03,,,65.046937,65,-143.22796,197,137,72,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.796174071,67,77,10.37968096,11.53747295,1.157791991,2.34383602,-2.013638469,10.95896225,0.234495652,0.400827706
245,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,4/25/03,,,65.046937,65,-143.22796,176,116,51,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.806872217,46,56,7.934806168,9.101263026,1.166456859,2.34383602,-2.013638469,8.518335281,0.234495652,0.400827706
246,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/8/04,,,65.046937,65,-143.22796,189,129,64,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800004259,59,69,9.450511706,10.61150872,1.160997014,2.34383602,-2.013638469,10.03160725,0.234495652,0.400827706
247,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/8/05,,,65.046937,65,-143.22796,190,130,65,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800609962,60,70,9.566830741,10.72736244,1.160531699,2.34383602,-2.013638469,10.14767845,0.234495652,0.400827706
248,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/13/06,,,65.046937,65,-143.22796,194,134,69,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79769418,64,74,10.03160725,11.19043766,1.158830413,2.34383602,-2.013638469,10.61150872,0.234495652,0.400827706
249,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/15/07,,,65.046937,65,-143.22796,196,136,71,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.796654603,66,76,10.2637025,11.42181376,1.158111264,2.34383602,-2.013638469,10.84317937,0.234495652,0.400827706
250,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/20/08,,,65.046937,65,-143.22796,201,141,76,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.794259048,71,81,10.84317937,12,1.15682063,2.34383602,-2.013638469,11.42181376,0.234495652,0.400827706
251,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/12/09,,,65.046937,65,-143.22796,194,134,69,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.798247608,64,74,10.03160725,11.19043766,1.158830413,2.34383602,-2.013638469,10.61150872,0.234495652,0.400827706
252,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/8/11,,,65.046937,65,-143.22796,189,129,64,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800609962,59,69,9.450511706,10.61150872,1.160997014,2.34383602,-2.013638469,10.03160725,0.234495652,0.400827706
253,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-74,,unpublished,GPS,5/10/12,,,65.046937,65,-143.22796,191,131,66,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79881937,61,71,9.683099794,10.84317937,1.160079577,2.34383602,-2.013638469,10.2637025,0.234495652,0.400827706
254,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-75,,unpublished,GPS,5/7/06,,,65.046937,65,-143.22796,188,128,63,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801219124,58,68,9.334143292,10.49561567,1.161472378,2.34383602,-2.013638469,9.915487643,0.234495652,0.400827706
255,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-76,,unpublished,GPS,5/19/07,,,65.046937,65,-143.22796,200,140,75,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.794919095,70,80,10.72736244,11.88437743,1.157014991,2.34383602,-2.013638469,11.30613648,0.234495652,0.400827706
256,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-76,,unpublished,GPS,5/10/08,,,65.046937,65,-143.22796,191,131,66,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79881937,61,71,9.683099794,10.84317937,1.160079577,2.34383602,-2.013638469,10.2637025,0.234495652,0.400827706
257,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-76,,unpublished,GPS,4/19/09,,,65.046937,65,-143.22796,171,111,46,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.806038138,41,51,7.351636838,8.518335281,1.166698443,2.34383602,-2.013638469,7.934806168,0.234495652,0.400827706
258,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-76,,unpublished,GPS,5/18/10,,,65.046937,65,-143.22796,199,139,74,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79530408,69,79,10.61150872,11.76875117,1.157242454,2.34383602,-2.013638469,11.19043766,0.234495652,0.400827706
259,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-77,,unpublished,GPS,5/22/03,,,65.046937,65,-143.22796,203,143,78,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.793987461,73,83,11.07471399,12.23124883,1.156534835,2.34383602,-2.013638469,11.65311756,0.234495652,0.400827706
260,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-77,,unpublished,GPS,5/18/04,,,65.046937,65,-143.22796,199,139,74,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.794919095,69,79,10.61150872,11.76875117,1.157242454,2.34383602,-2.013638469,11.19043766,0.234495652,0.400827706
261,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-77,,unpublished,GPS,5/13/05,,,65.046937,65,-143.22796,195,135,70,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79769418,65,75,10.14767845,11.30613648,1.158458029,2.34383602,-2.013638469,10.72736244,0.234495652,0.400827706
262,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-78,,unpublished,GPS,5/14/06,,,65.046937,65,-143.22796,195,135,70,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.797162208,65,75,10.14767845,11.30613648,1.158458029,2.34383602,-2.013638469,10.72736244,0.234495652,0.400827706
263,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-78,,unpublished,GPS,5/15/07,,,65.046937,65,-143.22796,196,136,71,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.796654603,66,76,10.2637025,11.42181376,1.158111264,2.34383602,-2.013638469,10.84317937,0.234495652,0.400827706
264,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-79,,unpublished,GPS,5/7/08,,,65.046937,65,-143.22796,188,128,63,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800609962,58,68,9.334143292,10.49561567,1.161472378,2.34383602,-2.013638469,9.915487643,0.234495652,0.400827706
265,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-80,,unpublished,GPS,5/18/07,,,65.046937,65,-143.22796,199,139,74,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79530408,69,79,10.61150872,11.76875117,1.157242454,2.34383602,-2.013638469,11.19043766,0.234495652,0.400827706
266,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-80,,unpublished,GPS,5/3/09,,,65.046937,65,-143.22796,185,125,60,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.80359826,55,65,8.984754764,10.14767845,1.162923686,2.34383602,-2.013638469,9.566830741,0.234495652,0.400827706
267,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-81,,unpublished,GPS,5/3/03,,,65.046937,65,-143.22796,184,124,59,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.80359826,54,64,8.868204364,10.03160725,1.163402887,2.34383602,-2.013638469,9.450511706,0.234495652,0.400827706
268,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-82,,unpublished,GPS,5/7/06,,,65.046937,65,-143.22796,188,128,63,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801219124,58,68,9.334143292,10.49561567,1.161472378,2.34383602,-2.013638469,9.915487643,0.234495652,0.400827706
269,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-83,,unpublished,GPS,5/18/03,,,65.046937,65,-143.22796,199,139,74,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79530408,69,79,10.61150872,11.76875117,1.157242454,2.34383602,-2.013638469,11.19043766,0.234495652,0.400827706
270,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-84,,unpublished,GPS,5/9/08,,,65.046937,65,-143.22796,190,130,65,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.799406116,60,70,9.566830741,10.72736244,1.160531699,2.34383602,-2.013638469,10.14767845,0.234495652,0.400827706
271,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-84,,unpublished,GPS,5/25/09,,,65.046937,65,-143.22796,207,147,82,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79342416,77,87,11.53747295,12.69386352,1.156390569,2.34383602,-2.013638469,12.11562257,0.234495652,0.400827706
272,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-84,,unpublished,GPS,5/6/10,,,65.046937,65,-143.22796,187,127,62,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801827366,57,67,9.217726553,10.37968096,1.161954408,2.34383602,-2.013638469,9.799318688,0.234495652,0.400827706
273,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-84,,unpublished,GPS,4/28/11,,,65.046937,65,-143.22796,179,119,54,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.806029099,49,59,8.284954118,9.450511706,1.165557588,2.34383602,-2.013638469,8.868204364,0.234495652,0.400827706
274,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-84,,unpublished,GPS,5/6/12,,,65.046937,65,-143.22796,187,127,62,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801219124,57,67,9.217726553,10.37968096,1.161954408,2.34383602,-2.013638469,9.799318688,0.234495652,0.400827706
275,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-84,,unpublished,GPS,5/9/13,,,65.046937,65,-143.22796,191,131,66,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800004259,61,71,9.683099794,10.84317937,1.160079577,2.34383602,-2.013638469,10.2637025,0.234495652,0.400827706
276,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-85,,unpublished,GPS,4/29/10,,,65.046937,65,-143.22796,180,120,55,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.805625083,50,60,8.401654523,9.566830741,1.165176218,2.34383602,-2.013638469,8.984754764,0.234495652,0.400827706
277,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-85,,unpublished,GPS,5/2/11,,,65.046937,65,-143.22796,183,123,58,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.80415288,53,63,8.751615008,9.915487643,1.163872635,2.34383602,-2.013638469,9.334143292,0.234495652,0.400827706
278,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-85,,unpublished,GPS,5/9/12,,,65.046937,65,-143.22796,190,130,65,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.799406116,60,70,9.566830741,10.72736244,1.160531699,2.34383602,-2.013638469,10.14767845,0.234495652,0.400827706
279,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-85,,unpublished,GPS,4/3/13,,,65.046937,65,-143.22796,155,95,30,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.765496778,25,35,5.512874238,6.654626804,1.141752567,2.34383602,-2.013638469,6.079173674,0.234495652,0.400827706
280,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-86,,unpublished,GPS,5/16/10,,,65.046937,65,-143.22796,197,137,72,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.796174071,67,77,10.37968096,11.53747295,1.157791991,2.34383602,-2.013638469,10.95896225,0.234495652,0.400827706
281,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-86,,unpublished,GPS,5/3/11,,,65.046937,65,-143.22796,184,124,59,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.80359826,54,64,8.868204364,10.03160725,1.163402887,2.34383602,-2.013638469,9.450511706,0.234495652,0.400827706
282,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-86,,unpublished,GPS,5/6/13,,,65.046937,65,-143.22796,188,128,63,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801827366,58,68,9.334143292,10.49561567,1.161472378,2.34383602,-2.013638469,9.915487643,0.234495652,0.400827706
283,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-87,,unpublished,GPS,5/5/13,,,65.046937,65,-143.22796,187,127,62,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.802430014,57,67,9.217726553,10.37968096,1.161954408,2.34383602,-2.013638469,9.799318688,0.234495652,0.400827706
284,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-88,,unpublished,GPS,5/9/12,,,65.046937,65,-143.22796,190,130,65,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.799406116,60,70,9.566830741,10.72736244,1.160531699,2.34383602,-2.013638469,10.14767845,0.234495652,0.400827706
285,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-88,,unpublished,GPS,5/12/13,,,65.046937,65,-143.22796,194,134,69,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.798247608,64,74,10.03160725,11.19043766,1.158830413,2.34383602,-2.013638469,10.61150872,0.234495652,0.400827706
286,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-88,,unpublished,GPS,5/12/14,,,65.046937,65,-143.22796,193,133,68,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.798247608,63,73,9.915487643,11.07471399,1.159226348,2.34383602,-2.013638469,10.49561567,0.234495652,0.400827706
287,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-89,,unpublished,GPS,4/29/12,,,65.046937,65,-143.22796,180,120,55,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.805172925,50,60,8.401654523,9.566830741,1.165176218,2.34383602,-2.013638469,8.984754764,0.234495652,0.400827706
288,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-89,,unpublished,GPS,5/1/13,,,65.046937,65,-143.22796,183,123,58,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.80467991,53,63,8.751615008,9.915487643,1.163872635,2.34383602,-2.013638469,9.334143292,0.234495652,0.400827706
289,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/18/07,,,65.046937,65,-143.22796,199,139,74,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79530408,69,79,10.61150872,11.76875117,1.157242454,2.34383602,-2.013638469,11.19043766,0.234495652,0.400827706
290,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/7/08,,,65.046937,65,-143.22796,188,128,63,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800609962,58,68,9.334143292,10.49561567,1.161472378,2.34383602,-2.013638469,9.915487643,0.234495652,0.400827706
291,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/9/09,,,65.046937,65,-143.22796,191,131,66,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.800004259,61,71,9.683099794,10.84317937,1.160079577,2.34383602,-2.013638469,10.2637025,0.234495652,0.400827706
292,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/6/10,,,65.046937,65,-143.22796,187,127,62,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801827366,57,67,9.217726553,10.37968096,1.161954408,2.34383602,-2.013638469,9.799318688,0.234495652,0.400827706
293,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/7/11,,,65.046937,65,-143.22796,188,128,63,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801219124,58,68,9.334143292,10.49561567,1.161472378,2.34383602,-2.013638469,9.915487643,0.234495652,0.400827706
294,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/20/12,,,65.046937,65,-143.22796,201,141,76,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.794259048,71,81,10.84317937,12,1.15682063,2.34383602,-2.013638469,11.42181376,0.234495652,0.400827706
295,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-90,,unpublished,GPS,5/11/13,,,65.046937,65,-143.22796,193,133,68,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.79881937,63,73,9.915487643,11.07471399,1.159226348,2.34383602,-2.013638469,10.49561567,0.234495652,0.400827706
296,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-91,,unpublished,GPS,5/7/05,,,65.046937,65,-143.22796,189,129,64,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.801219124,59,69,9.450511706,10.61150872,1.160997014,2.34383602,-2.013638469,10.03160725,0.234495652,0.400827706
297,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-91,,unpublished,GPS,5/17/06,,,65.046937,65,-143.22796,198,138,73,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.795723121,68,78,10.49561567,11.65311756,1.15750189,2.34383602,-2.013638469,11.07471399,0.234495652,0.400827706
298,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-92,,unpublished,GPS,5/4/08,,,65.046937,65,-143.22796,185,125,60,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.802430014,55,65,8.984754764,10.14767845,1.162923686,2.34383602,-2.013638469,9.566830741,0.234495652,0.400827706
299,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-93,,unpublished,GPS,5/19/07,,,65.046937,65,-143.22796,200,140,75,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.794919095,70,80,10.72736244,11.88437743,1.157014991,2.34383602,-2.013638469,11.30613648,0.234495652,0.400827706
300,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-94,,unpublished,GPS,5/5/11,,,65.046937,65,-143.22796,186,126,61,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.802430014,56,66,9.101263026,10.2637025,1.162439474,2.34383602,-2.013638469,9.683099794,0.234495652,0.400827706
301,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-95,,unpublished,GPS,4/29/06,,,65.046937,65,-143.22796,180,120,55,-5.691666603,11.76666641,51.5,12.60000038,-14.26666641,12.60000038,-23.43333435,223,82.52367401,-0.805625083,50,60,8.401654523,9.566830741,1.165176218,2.34383602,-2.013638469,8.984754764,0.234495652,0.400827706
