"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"178",-1.00732526875684,0.351549576284623,-0.860461333053785,0.729967381251619,-0.634948248121558,-0.182766054375383,0.105027341925508,0.0399453276739632
"179",-1.40018747632716,0.236206177489692,-0.791731825927175,0.957852537323115,-0.417055432516406,-0.175993086509825,0.0958758831469325,0.0409828541711662
"180",-1.01983787475854,1.01083161118802,-0.594509125875231,0.77231068901503,-0.174447059178182,0.182705277677979,0.300210435347648,-0.0439171517127481
"181",-0.808513797186398,0.403476314529031,-0.960191490306169,0.664120578721882,-0.522195734896477,-0.165712855068939,0.101089060556547,0.0398984319209866
"182",-0.425397896190658,0.13576703825655,-1.4622539544987,-0.0356684660926176,-0.43468831021414,-0.15553258582322,0.170791018631945,0.0235260434087256
"183",-0.593816035072428,0.210490261863849,-0.660058124847293,0.605162761551119,-0.579360440103423,-0.171385144637443,0.0562978431377653,0.0221010386539969
"184",-0.22521435653551,0.109502753487024,-1.31234268736415,0.0732044253084816,-0.519417828817718,-0.222361130933988,0.0556433484549008,0.0396063870967117
"185",-0.413239835041692,0.102653294467497,-1.00305792809961,0.329023033544939,-0.609429873866281,-0.219850010356753,0.0173426615888176,0.0465646173078704
"186",-0.427524980022175,0.227804254027507,-0.930981679366094,0.509467444451473,-0.587551974102219,-0.219532936210174,-0.000500387298544475,0.0506296594531727
"187",-0.545194242429282,0.225326282435916,-0.935102429323676,0.545686148835732,-0.606654719997939,-0.236110678572628,0.0264052730517225,0.0455098113155182
